symbol,listing_date,lagna,lagna_lord,moon_sign,mahadasha,antardasha,maha_end_date,yogas,astro_score,astro_action
SAGARDEEP,2019-01-25,Aquarius,Saturn,Virgo,Moon,Saturn,2030-10-18,Raja Yoga|Viparita Raja|Kemdrum|Parivartana,10.0,CAUTION
SAGCEM,2007-01-29,Pisces,Jupiter,Taurus,Rahu,Venus,2030-08-16,Gaja Kesari|Kemdrum|Parivartana,-2.0,CAUTION
SAGILITY,2024-11-12,Sagittarius,Jupiter,Pisces,Saturn,Saturn,2042-01-09,Neecha Bhanga|Neecha Bhanga|Parivartana,13.0,CAUTION
SAHLIBHFI,2026-04-10,Taurus,Venus,Sagittarius,Venus,Venus,2027-05-20,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum,9.0,CAUTION
SAHYADRI,2023-04-06,Taurus,Venus,Virgo,Mars,Jupiter,2031-05-02,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,48.0,BUY
SAIL,1995-07-06,Leo,Sun,Virgo,Jupiter,Mercury,2036-01-02,Raja Yoga|Parivartana,38.0,HOLD
SAILIFE,2024-12-18,Capricorn,Saturn,Cancer,Saturn,Saturn,2036-08-17,Kemdrum|Neecha Bhanga,-7.0,EXIT
SAIPARENT,2026-04-02,Taurus,Venus,Virgo,Moon,Moon,2029-04-02,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum,43.0,BUY
SAKAR,2019-04-11,Taurus,Venus,Gemini,Rahu,Saturn,2037-05-26,Gaja Kesari|Raja Yoga,60.0,BUY
SAKHTISUG,1995-09-06,Libra,Venus,Capricorn,Rahu,Venus,2030-07-04,Dhana Yoga,53.0,BUY
SAKSOFT,2005-05-09,Gemini,Mercury,Taurus,Rahu,Rahu,2042-10-31,,26.0,HOLD
SALASAR,2017-07-25,Leo,Sun,Leo,Venus,Venus,2043-04-29,Dhana Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga|Parivartana,84.0,BUY
SALONA,2016-06-16,Cancer,Moon,Libra,Jupiter,Jupiter,2041-05-06,Raja Yoga|Parivartana,49.0,BUY
SALZERELEC,2015-12-02,Sagittarius,Jupiter,Leo,Venus,Moon,2041-04-26,Gaja Kesari|Raja Yoga|Parivartana,70.0,BUY
SAMBHAAV,1996-06-05,Cancer,Moon,Capricorn,Rahu,Venus,2032-08-26,Dhana Yoga|Raja Yoga,48.0,BUY
SAMBHV,2025-07-02,Leo,Sun,Virgo,Moon,Moon,2035-10-03,Gaja Kesari|Raja Yoga|Parivartana,48.0,BUY
SAMHI,2023-09-22,Libra,Venus,Scorpio,Mercury,Ketu,2027-09-18,Kemdrum|Parivartana,10.0,CAUTION
SAMMAANCAP,2013-07-23,Leo,Sun,Capricorn,Mars,Ketu,2028-09-06,Dhana Yoga|Raja Yoga|Kemdrum,53.0,BUY
SAMPANN,2012-07-27,Virgo,Mercury,Libra,Jupiter,Rahu,2027-01-22,Dhana Yoga|Raja Yoga|Neecha Bhanga,68.0,BUY
SANATHAN,2024-12-27,Capricorn,Saturn,Libra,Jupiter,Jupiter,2031-05-25,Neecha Bhanga,5.0,CAUTION
SANDESH,2002-11-26,Sagittarius,Jupiter,Cancer,Venus,Moon,2041-01-02,Gaja Kesari|Raja Yoga,65.0,BUY
SANDHAR,2018-04-02,Taurus,Venus,Libra,Rahu,Mercury,2033-03-06,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,43.0,BUY
SANDUMA,2023-09-07,Libra,Venus,Taurus,Mars,Saturn,2030-11-05,Parivartana,5.0,CAUTION
SANGAMIND,1996-07-17,Leo,Sun,Cancer,Venus,Mars,2039-06-09,Viparita Raja,11.0,CAUTION
SANGHVIMOV,2007-01-24,Aquarius,Saturn,Pisces,Ketu,Moon,2031-03-24,Raja Yoga|Viparita Raja|Parivartana,40.0,BUY
SANOFI,2003-05-19,Gemini,Mercury,Sagittarius,Moon,Mars,2035-05-22,Raja Yoga|Parivartana,38.0,HOLD
SANOFICONR,2024-09-13,Libra,Venus,Sagittarius,Venus,Venus,2034-07-25,Dhana Yoga|Viparita Raja|Kemdrum,11.0,CAUTION
SANSERA,2021-09-24,Libra,Venus,Aries,Venus,Moon,2040-11-23,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga,37.0,HOLD
SANSTAR,2024-07-26,Virgo,Mercury,Pisces,Saturn,Saturn,2028-05-26,,-4.0,CAUTION
SAPPHIRE,2021-11-18,Sagittarius,Jupiter,Aries,Venus,Moon,2033-06-05,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum,43.0,BUY
SAPPL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SARDAEN,2009-12-03,Sagittarius,Jupiter,Taurus,Rahu,Venus,2031-12-17,Viparita Raja|Kemdrum|Neecha Bhanga|Neecha Bhanga,5.0,CAUTION
SAREGAMA,1997-07-30,Virgo,Mercury,Taurus,Jupiter,Mercury,2037-06-19,Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,31.0,HOLD
SARLAPOLY,2007-01-19,Aquarius,Saturn,Capricorn,Rahu,Rahu,2044-04-17,Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Parivartana,86.0,BUY
SASKEN,2005-09-09,Libra,Venus,Libra,Saturn,Sun,2035-07-05,Raja Yoga,38.0,HOLD
SATIA,2019-07-17,Leo,Sun,Capricorn,Moon,Jupiter,2032-06-29,Raja Yoga|Raja Yoga|Neecha Bhanga,29.0,HOLD
SATIN,2015-08-26,Virgo,Mercury,Sagittarius,Sun,Moon,2032-02-25,Neecha Bhanga,-14.0,EXIT
SAURASHCEM,2024-02-27,Aries,Mars,Virgo,Moon,Rahu,2032-02-17,Raja Yoga|Raja Yoga|Kemdrum,20.0,HOLD
SAYAJIHOTL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SBC,2021-11-23,Sagittarius,Jupiter,Gemini,Jupiter,Saturn,2040-05-22,Dhana Yoga|Raja Yoga|Kemdrum,23.0,HOLD
SBCL,2021-06-24,Leo,Sun,Sagittarius,Ketu,Saturn,2028-03-17,Raja Yoga|Neecha Bhanga,31.0,HOLD
SBFC,2023-08-16,Virgo,Mercury,Cancer,Mercury,Ketu,2028-01-01,Gaja Kesari|Dhana Yoga|Viparita Raja,47.0,BUY
SBGLP,2023-02-10,Pisces,Jupiter,Virgo,Moon,Jupiter,2028-08-29,Gaja Kesari|Viparita Raja|Kemdrum,34.0,HOLD
SBICARD,2020-03-16,Aries,Mars,Scorpio,Ketu,Saturn,2028-01-20,Raja Yoga,40.0,BUY
SBILIFE,2017-10-03,Scorpio,Mars,Aquarius,Rahu,Mercury,2026-07-16,Raja Yoga|Kemdrum,27.0,HOLD
SBIN,1995-03-01,Aries,Mars,Aquarius,Saturn,Mercury,2040-03-22,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga,77.0,BUY
SCANSTL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SCHAEFFLER,2000-11-29,Sagittarius,Jupiter,Sagittarius,Moon,Venus,2027-10-25,Parivartana,20.0,HOLD
SCHAND,2017-05-09,Gemini,Mercury,Libra,Rahu,Mercury,2035-11-20,,8.0,CAUTION
SCHNEIDER,2012-03-20,Taurus,Venus,Aquarius,Rahu,Venus,2028-01-08,Raja Yoga|Viparita Raja|Neecha Bhanga,37.0,HOLD
SCI,1997-08-13,Virgo,Mercury,Scorpio,Venus,Moon,2042-01-27,Neecha Bhanga|Parivartana,-9.0,EXIT
SCILAL,2024-03-19,Taurus,Venus,Gemini,Jupiter,Saturn,2030-06-08,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,62.0,BUY
SCODATUBES,2025-06-04,Cancer,Moon,Virgo,Sun,Mars,2029-05-18,Gaja Kesari|Kemdrum|Neecha Bhanga,20.0,HOLD
SCPL,2022-11-22,Sagittarius,Jupiter,Libra,Rahu,Jupiter,2033-04-19,Raja Yoga|Viparita Raja|Parivartana,57.0,BUY
SDBL,2014-03-18,Taurus,Venus,Virgo,Rahu,Jupiter,2041-04-20,Gaja Kesari|Raja Yoga|Parivartana,23.0,HOLD
SEAMECLTD,1995-06-28,Leo,Sun,Gemini,Saturn,Venus,2038-09-13,,0.0,CAUTION
SECMARK,2023-10-16,Scorpio,Mars,Libra,Rahu,Jupiter,2030-08-17,Gaja Kesari|Raja Yoga,33.0,HOLD
SECURKLOUD,2014-01-29,Pisces,Jupiter,Sagittarius,Sun,Saturn,2029-02-16,Gaja Kesari,50.0,BUY
SEDEMAC,2026-03-11,Aries,Mars,Scorpio,Mercury,Mercury,2033-10-12,Raja Yoga|Kemdrum,23.0,HOLD
SEIL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SELMC,2021-10-26,Scorpio,Mars,Gemini,Rahu,Jupiter,2035-12-11,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,36.0,HOLD
SENCO,2023-07-14,Leo,Sun,Taurus,Moon,Jupiter,2028-05-18,Raja Yoga,23.0,HOLD
SENORES,2024-12-30,Capricorn,Saturn,Sagittarius,Ketu,Venus,2028-12-26,Raja Yoga|Raja Yoga|Neecha Bhanga,41.0,BUY
SEPC,2008-02-20,Aries,Mars,Cancer,Venus,Moon,2041-05-14,Parivartana,10.0,CAUTION
SERVOTECH,2021-09-02,Libra,Venus,Gemini,Jupiter,Jupiter,2041-01-28,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,53.0,BUY
SESHAPAPER,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SETL,2025-01-13,Aquarius,Saturn,Gemini,Jupiter,Jupiter,2041-07-10,Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,57.0,BUY
SFL,2016-12-09,Capricorn,Saturn,Pisces,Mercury,Mars,2034-02-09,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,58.0,BUY
SGFIN,2025-08-05,Virgo,Mercury,Scorpio,Ketu,Ketu,2033-07-02,Raja Yoga|Kemdrum|Neecha Bhanga,-14.0,EXIT
SGIL,2021-07-28,Virgo,Mercury,Pisces,Saturn,Mercury,2041-01-20,,18.0,HOLD
SGL,2006-04-10,Taurus,Venus,Leo,Moon,Moon,2035-11-03,Raja Yoga,13.0,CAUTION
SGMART,2025-09-12,Libra,Venus,Aries,Venus,Venus,2027-06-29,,20.0,HOLD
SHADOWFAX,2026-01-28,Pisces,Jupiter,Taurus,Moon,Moon,2035-10-30,Dhana Yoga|Raja Yoga,46.0,BUY
SHAH,2010-10-27,Scorpio,Mars,Taurus,Rahu,Ketu,2033-06-02,Viparita Raja|Kemdrum,17.0,HOLD
SHAHALLOYS,2005-06-16,Cancer,Moon,Virgo,Rahu,Saturn,2037-05-14,Gaja Kesari|Raja Yoga|Kemdrum,45.0,BUY
SHAILY,2022-04-04,Taurus,Venus,Aries,Sun,Mars,2031-09-08,Raja Yoga|Raja Yoga|Neecha Bhanga,51.0,BUY
SHAKTIPUMP,2015-01-29,Pisces,Jupiter,Taurus,Mars,Rahu,2032-06-21,Kemdrum|Parivartana,-17.0,EXIT
SHALBY,2017-12-15,Capricorn,Saturn,Libra,Jupiter,Venus,2027-04-26,Gaja Kesari|Raja Yoga|Kala Sarpa|Parivartana,38.0,HOLD
SHALPAINTS,2008-03-03,Aries,Mars,Sagittarius,Moon,Ketu,2029-01-11,Gaja Kesari|Raja Yoga|Parivartana,45.0,BUY
SHANKARA,2017-04-05,Taurus,Venus,Cancer,Saturn,Venus,2027-07-16,Raja Yoga|Raja Yoga|Kemdrum,1.0,CAUTION
SHANTI,2021-09-16,Libra,Venus,Sagittarius,Moon,Moon,2036-05-23,Raja Yoga|Neecha Bhanga,42.0,BUY
SHANTIGEAR,1996-01-17,Aquarius,Saturn,Scorpio,Venus,Moon,2041-12-22,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,99.0,BUY
SHANTIGOLD,2025-08-01,Virgo,Mercury,Libra,Rahu,Rahu,2037-05-16,Raja Yoga,8.0,CAUTION
SHARDACROP,2014-09-23,Libra,Venus,Leo,Moon,Rahu,2034-07-12,Raja Yoga|Raja Yoga,64.0,BUY
SHARDAMOTR,2015-09-03,Libra,Venus,Aries,Venus,Jupiter,2029-03-25,Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,38.0,HOLD
SHARDUL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SHAREINDIA,2020-09-21,Libra,Venus,Libra,Jupiter,Mercury,2028-07-21,Parivartana,11.0,CAUTION
SHBAJRG,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SHILCTECH,2025-11-24,Sagittarius,Jupiter,Sagittarius,Venus,Venus,2034-12-05,Parivartana,41.0,BUY
SHILPAMED,2009-12-03,Sagittarius,Jupiter,Taurus,Rahu,Venus,2031-12-17,Viparita Raja|Kemdrum|Neecha Bhanga|Neecha Bhanga,5.0,CAUTION
SHINDL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SHIVATEX,2017-12-26,Capricorn,Saturn,Pisces,Saturn,Venus,2030-03-26,Raja Yoga|Raja Yoga|Kemdrum|Parivartana,16.0,HOLD
SHIVAUM,2025-11-14,Sagittarius,Jupiter,Leo,Venus,Venus,2034-08-22,Raja Yoga,56.0,BUY
SHK,2015-11-16,Sagittarius,Jupiter,Sagittarius,Sun,Jupiter,2030-03-13,Raja Yoga|Neecha Bhanga|Parivartana,36.0,HOLD
SHOPERSTOP,2005-05-23,Cancer,Moon,Libra,Saturn,Jupiter,2029-01-06,Dhana Yoga,30.0,HOLD
SHRADHA,2020-10-22,Scorpio,Mars,Sagittarius,Venus,Moon,2033-05-06,Gaja Kesari|Neecha Bhanga|Parivartana,49.0,BUY
SHREDIGCEM,2020-01-28,Pisces,Jupiter,Aquarius,Jupiter,Mercury,2035-09-14,Dhana Yoga,40.0,BUY
SHREECEM,1995-04-26,Gemini,Mercury,Pisces,Mercury,Rahu,2033-09-06,Neecha Bhanga,21.0,HOLD
SHREEJISPG,2025-08-26,Virgo,Mercury,Virgo,Moon,Mars,2033-04-14,Gaja Kesari|Dhana Yoga|Raja Yoga|Parivartana,68.0,BUY
SHREEPUSHK,2015-09-10,Libra,Venus,Cancer,Mercury,Rahu,2029-07-14,Raja Yoga|Raja Yoga|Neecha Bhanga,44.0,BUY
SHREERAMA,2000-03-13,Aries,Mars,Taurus,Jupiter,Saturn,2038-11-28,Dhana Yoga|Raja Yoga|Raja Yoga|Parivartana,53.0,BUY
SHREYANIND,1996-11-06,Sagittarius,Jupiter,Leo,Mars,Venus,2027-09-12,Raja Yoga|Neecha Bhanga|Parivartana,28.0,HOLD
SHRIKRISH,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SHRINGARMS,2025-09-17,Libra,Venus,Cancer,Saturn,Saturn,2041-11-18,,-10.0,EXIT
SHRIPISTON,2016-06-02,Cancer,Moon,Aries,Venus,Mars,2039-10-03,Dhana Yoga|Raja Yoga,74.0,BUY
SHRIRAMFIN,1996-12-11,Capricorn,Saturn,Sagittarius,Sun,Saturn,2028-11-04,Gaja Kesari|Raja Yoga|Viparita Raja|Parivartana,81.0,BUY
SHRIRAMPPS,2021-12-20,Capricorn,Saturn,Gemini,Rahu,Jupiter,2028-07-08,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,75.0,BUY
SHYAMMETL,2021-06-24,Leo,Sun,Sagittarius,Ketu,Saturn,2028-03-17,Raja Yoga|Neecha Bhanga,31.0,HOLD
SICAGEN,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SICALLOG,2023-10-12,Scorpio,Mars,Leo,Sun,Rahu,2030-12-24,Raja Yoga,48.0,BUY
SIEMENS,1995-09-06,Libra,Venus,Capricorn,Rahu,Venus,2030-07-04,Dhana Yoga,53.0,BUY
SIGIND,2018-08-29,Libra,Venus,Pisces,Mercury,Mercury,2042-03-19,Kemdrum|Neecha Bhanga,3.0,CAUTION
SIGMA,2023-06-09,Cancer,Moon,Aquarius,Rahu,Rahu,2043-09-08,Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,48.0,BUY
SIGMAADV,2007-07-19,Leo,Sun,Leo,Mars,Mercury,2029-10-31,Gaja Kesari|Dhana Yoga|Parivartana,72.0,BUY
SIGNATURE,2023-09-27,Libra,Venus,Aquarius,Rahu,Jupiter,2039-05-09,Raja Yoga|Kemdrum|Parivartana,8.0,CAUTION
SIGNPOST,2024-02-14,Pisces,Jupiter,Pisces,Ketu,Sun,2031-09-02,Raja Yoga|Viparita Raja,44.0,BUY
SIKA,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SIKKO,2021-10-22,Scorpio,Mars,Aries,Venus,Moon,2028-06-23,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,56.0,BUY
SIL,2004-01-27,Pisces,Jupiter,Pisces,Venus,Venus,2044-05-22,,-5.0,CAUTION
SILGO,2021-03-03,Aries,Mars,Libra,Rahu,Saturn,2033-11-05,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,69.0,BUY
SILINV,1996-05-22,Cancer,Moon,Cancer,Mercury,Moon,2036-01-22,,21.0,HOLD
SILLYMONKS,2020-07-08,Leo,Sun,Capricorn,Rahu,Rahu,2042-09-18,Dhana Yoga|Viparita Raja,68.0,BUY
SILVERTUC,2022-05-12,Gemini,Mercury,Virgo,Moon,Rahu,2034-10-03,Gaja Kesari|Raja Yoga|Kemdrum,36.0,HOLD
SIMPLEXINF,2004-03-09,Aries,Mars,Virgo,Rahu,Sun,2029-02-12,Raja Yoga|Parivartana,33.0,HOLD
SINCLAIR,2024-04-10,Taurus,Venus,Aries,Venus,Venus,2039-10-15,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SINDHUTRAD,2023-06-20,Cancer,Moon,Gemini,Jupiter,Saturn,2031-01-27,Raja Yoga|Neecha Bhanga,25.0,HOLD
SINGERIND,2026-03-19,Taurus,Venus,Pisces,Saturn,Saturn,2041-05-11,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SINTERCOM,2020-10-07,Scorpio,Mars,Taurus,Mars,Jupiter,2031-10-02,Kemdrum,8.0,CAUTION
SIRCA,2019-07-22,Leo,Sun,Pisces,Saturn,Ketu,2038-10-18,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,36.0,HOLD
SIS,2017-08-10,Virgo,Mercury,Aquarius,Jupiter,Venus,2030-11-08,Kemdrum|Neecha Bhanga,-14.0,EXIT
SIYSIL,2007-01-29,Pisces,Jupiter,Taurus,Rahu,Venus,2030-08-16,Gaja Kesari|Kemdrum|Parivartana,-2.0,CAUTION
SJS,2021-11-15,Sagittarius,Jupiter,Pisces,Saturn,Mercury,2027-11-16,Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
SJVN,2010-05-20,Gemini,Mercury,Cancer,Venus,Venus,2044-05-26,Dhana Yoga|Neecha Bhanga,28.0,HOLD
SKFINDIA,1999-01-27,Pisces,Jupiter,Taurus,Rahu,Venus,2030-09-11,,15.0,HOLD
SKFINDUS,2025-12-05,Capricorn,Saturn,Taurus,Moon,Moon,2026-10-10,Raja Yoga|Kemdrum,25.0,HOLD
SKIPPER,2015-05-27,Cancer,Moon,Leo,Moon,Saturn,2031-01-17,Parivartana,25.0,HOLD
SKMEGGPROD,1997-03-14,Aries,Mars,Taurus,Rahu,Ketu,2032-12-29,Raja Yoga|Viparita Raja|Kemdrum|Neecha Bhanga|Parivartana,6.0,CAUTION
SKYGOLD,2023-01-06,Aquarius,Saturn,Gemini,Rahu,Jupiter,2032-07-23,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SMARTWORKS,2025-07-17,Leo,Sun,Pisces,Mercury,Mercury,2038-09-18,Gaja Kesari|Viparita Raja|Kemdrum|Kala Sarpa,-13.0,EXIT
SMCGLOBAL,2021-02-24,Aries,Mars,Cancer,Saturn,Mercury,2042-04-20,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
SMLMAH,2003-08-29,Libra,Venus,Virgo,Rahu,Rahu,2042-11-12,Dhana Yoga|Raja Yoga,50.0,BUY
SMLT,2021-11-25,Sagittarius,Jupiter,Cancer,Saturn,Mercury,2028-04-21,Dhana Yoga|Raja Yoga|Kemdrum,38.0,HOLD
SMSPHARMA,2007-02-28,Aries,Mars,Cancer,Saturn,Jupiter,2027-05-05,Kemdrum,-25.0,EXIT
SNOWMAN,2014-09-12,Libra,Venus,Aries,Venus,Rahu,2037-08-05,Gaja Kesari|Dhana Yoga|Kemdrum,58.0,BUY
SOBHA,2006-12-20,Capricorn,Saturn,Scorpio,Venus,Jupiter,2034-10-20,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga,69.0,BUY
SOLARA,2018-06-27,Leo,Sun,Sagittarius,Venus,Venus,2045-05-18,,-15.0,EXIT
SOLARINDS,2006-04-03,Taurus,Venus,Taurus,Rahu,Venus,2032-02-24,Raja Yoga|Kemdrum,18.0,HOLD
SOLARWORLD,2025-09-30,Scorpio,Mars,Sagittarius,Venus,Venus,2042-11-27,Gaja Kesari|Kemdrum,20.0,HOLD
SOLEX,2025-10-08,Scorpio,Mars,Aries,Ketu,Venus,2029-12-19,Viparita Raja,27.0,HOLD
SOMANYCERA,1995-11-22,Sagittarius,Jupiter,Libra,Mercury,Sun,2036-12-15,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,88.0,BUY
SOMATEX,1996-08-14,Virgo,Mercury,Cancer,Venus,Mercury,2028-02-18,,8.0,CAUTION
SOMICONVEY,2016-07-18,Leo,Sun,Sagittarius,Venus,Rahu,2037-12-15,Raja Yoga|Raja Yoga,21.0,HOLD
SONACOMS,2021-06-24,Leo,Sun,Sagittarius,Ketu,Saturn,2028-03-17,Raja Yoga|Neecha Bhanga,31.0,HOLD
SONAL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SONAMLTD,2022-04-07,Taurus,Venus,Gemini,Rahu,Rahu,2043-07-19,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,6.0,CAUTION
SONATSOFTW,1999-07-28,Virgo,Mercury,Capricorn,Rahu,Mercury,2035-09-11,Gaja Kesari|Raja Yoga|Kemdrum,32.0,HOLD
SOTL,1995-06-28,Leo,Sun,Gemini,Saturn,Venus,2038-09-13,,0.0,CAUTION
SOUTHBANK,1998-12-08,Capricorn,Saturn,Cancer,Venus,Jupiter,2035-11-15,Kemdrum|Parivartana,-25.0,EXIT
SOUTHWEST,2019-04-18,Gemini,Mercury,Virgo,Mars,Jupiter,2031-07-08,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,42.0,BUY
SPAL,2016-08-12,Virgo,Mercury,Scorpio,Mercury,Ketu,2041-01-03,Raja Yoga|Kemdrum|Neecha Bhanga,-14.0,EXIT
SPANDANA,2019-08-19,Virgo,Mercury,Pisces,Saturn,Venus,2026-07-28,Viparita Raja|Kemdrum,-3.0,CAUTION
SPARC,2007-07-18,Leo,Sun,Leo,Sun,Saturn,2029-08-30,Gaja Kesari|Dhana Yoga|Parivartana,50.0,BUY
SPCENET,2017-01-10,Aquarius,Saturn,Taurus,Rahu,Jupiter,2041-05-10,Raja Yoga|Raja Yoga|Kemdrum|Parivartana|Parivartana,26.0,HOLD
SPECIALITY,2012-05-30,Cancer,Moon,Virgo,Mars,Rahu,2032-11-15,Dhana Yoga|Raja Yoga|Raja Yoga,91.0,BUY
SPECTRUM,2025-03-28,Taurus,Venus,Aquarius,Jupiter,Jupiter,2034-04-13,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,94.0,BUY
SPENCERS,2019-01-25,Aquarius,Saturn,Virgo,Moon,Saturn,2030-10-18,Raja Yoga|Viparita Raja|Kemdrum|Parivartana,10.0,CAUTION
SPIC,1996-01-10,Aquarius,Saturn,Leo,Moon,Jupiter,2032-04-23,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,71.0,BUY
SPLIL,2005-07-26,Virgo,Mercury,Pisces,Ketu,Venus,2032-01-18,Gaja Kesari|Raja Yoga,38.0,HOLD
SPLPETRO,2022-05-24,Cancer,Moon,Aquarius,Jupiter,Saturn,2030-08-25,Raja Yoga|Raja Yoga,58.0,BUY
SPMLINFRA,1996-02-14,Pisces,Jupiter,Scorpio,Venus,Mercury,2029-10-31,Viparita Raja|Kala Sarpa,4.0,CAUTION
SPORTKING,2022-08-24,Virgo,Mercury,Cancer,Saturn,Saturn,2043-10-27,Dhana Yoga,58.0,BUY
SRD,2024-10-09,Scorpio,Mars,Sagittarius,Ketu,Sun,2030-02-25,Viparita Raja|Kemdrum,27.0,HOLD
SREEL,2014-01-01,Capricorn,Saturn,Sagittarius,Venus,Jupiter,2034-05-20,Gaja Kesari|Raja Yoga|Viparita Raja|Parivartana|Parivartana,55.0,BUY
SRF,2003-08-18,Virgo,Mercury,Aries,Sun,Rahu,2030-12-01,Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,41.0,BUY
SRGHFL,2023-08-21,Virgo,Mercury,Virgo,Mars,Saturn,2029-02-20,Dhana Yoga|Viparita Raja,42.0,BUY
SRHHYPOLTD,2007-05-08,Gemini,Mercury,Sagittarius,Mars,Mercury,2029-05-14,Parivartana,20.0,HOLD
SRM,2024-04-03,Taurus,Venus,Capricorn,Sun,Jupiter,2027-05-10,Gaja Kesari|Raja Yoga|Raja Yoga,76.0,BUY
SRTL,2026-03-02,Aries,Mars,Leo,Ketu,Ketu,2032-07-11,Raja Yoga|Kemdrum,15.0,HOLD
SSDL,2024-08-20,Virgo,Mercury,Aquarius,Rahu,Rahu,2039-01-27,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,36.0,HOLD
SSWL,2005-06-06,Cancer,Moon,Taurus,Rahu,Saturn,2037-12-07,Parivartana,32.0,HOLD
STALLION,2025-01-23,Aquarius,Saturn,Libra,Jupiter,Jupiter,2036-08-12,Raja Yoga|Raja Yoga|Kemdrum,16.0,HOLD
STANLEY,2024-06-28,Leo,Sun,Pisces,Saturn,Saturn,2043-08-14,Dhana Yoga|Raja Yoga,58.0,BUY
